[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
[train-sharded:eval] 85/149 shards | elapsed 01:26:55 | rate 0.02/shard/s | remaining 01:05:27 | shard=droid_eval_0084.hdf5 samples=8976
[train-sharded:eval] 86/149 shards | elapsed 01:28:09 | rate 0.02/shard/s | remaining 01:04:35 | shard=droid_eval_0085.hdf5 samples=9860
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 87/149 shards | elapsed 01:29:12 | rate 0.02/shard/s | remaining 01:03:34 | shard=droid_eval_0086.hdf5 samples=9097
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 88/149 shards | elapsed 01:30:22 | rate 0.02/shard/s | remaining 01:02:38 | shard=droid_eval_0087.hdf5 samples=9547
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 89/149 shards | elapsed 01:31:38 | rate 0.02/shard/s | remaining 01:01:47 | shard=droid_eval_0088.hdf5 samples=10030
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 90/149 shards | elapsed 01:32:54 | rate 0.02/shard/s | remaining 01:00:54 | shard=droid_eval_0089.hdf5 samples=10410
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 91/149 shards | elapsed 01:34:08 | rate 0.02/shard/s | remaining 01:00:00 | shard=droid_eval_0090.hdf5 samples=10167
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 92/149 shards | elapsed 01:35:12 | rate 0.02/shard/s | remaining 58:59 | shard=droid_eval_0091.hdf5 samples=9364
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 93/149 shards | elapsed 01:36:28 | rate 0.02/shard/s | remaining 58:05 | shard=droid_eval_0092.hdf5 samples=10520
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 94/149 shards | elapsed 01:37:56 | rate 0.02/shard/s | remaining 57:18 | shard=droid_eval_0093.hdf5 samples=11470
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 95/149 shards | elapsed 01:39:08 | rate 0.02/shard/s | remaining 56:21 | shard=droid_eval_0094.hdf5 samples=10030
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 96/149 shards | elapsed 01:40:19 | rate 0.02/shard/s | remaining 55:23 | shard=droid_eval_0095.hdf5 samples=9918
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 97/149 shards | elapsed 01:41:40 | rate 0.02/shard/s | remaining 54:30 | shard=droid_eval_0096.hdf5 samples=10598
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 98/149 shards | elapsed 01:42:47 | rate 0.02/shard/s | remaining 53:29 | shard=droid_eval_0097.hdf5 samples=9509
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 99/149 shards | elapsed 01:43:33 | rate 0.02/shard/s | remaining 52:18 | shard=droid_eval_0098.hdf5 samples=7950
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 100/149 shards | elapsed 01:44:54 | rate 0.02/shard/s | remaining 51:24 | shard=droid_eval_0099.hdf5 samples=10274
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 101/149 shards | elapsed 01:46:03 | rate 0.02/shard/s | remaining 50:24 | shard=droid_eval_0100.hdf5 samples=9974
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 102/149 shards | elapsed 01:47:08 | rate 0.02/shard/s | remaining 49:22 | shard=droid_eval_0101.hdf5 samples=9793
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 103/149 shards | elapsed 01:48:32 | rate 0.02/shard/s | remaining 48:28 | shard=droid_eval_0102.hdf5 samples=10680
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 104/149 shards | elapsed 01:49:32 | rate 0.02/shard/s | remaining 47:24 | shard=droid_eval_0103.hdf5 samples=8964
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 105/149 shards | elapsed 01:50:28 | rate 0.02/shard/s | remaining 46:18 | shard=droid_eval_0104.hdf5 samples=8556
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 106/149 shards | elapsed 01:51:12 | rate 0.02/shard/s | remaining 45:07 | shard=droid_eval_0105.hdf5 samples=7576
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 107/149 shards | elapsed 01:52:27 | rate 0.02/shard/s | remaining 44:08 | shard=droid_eval_0106.hdf5 samples=10157
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 108/149 shards | elapsed 01:53:35 | rate 0.02/shard/s | remaining 43:07 | shard=droid_eval_0107.hdf5 samples=9849
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 109/149 shards | elapsed 01:54:38 | rate 0.02/shard/s | remaining 42:04 | shard=droid_eval_0108.hdf5 samples=9195
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 110/149 shards | elapsed 01:55:48 | rate 0.02/shard/s | remaining 41:03 | shard=droid_eval_0109.hdf5 samples=10047
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 111/149 shards | elapsed 01:56:44 | rate 0.02/shard/s | remaining 39:58 | shard=droid_eval_0110.hdf5 samples=8694
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 112/149 shards | elapsed 01:57:45 | rate 0.02/shard/s | remaining 38:54 | shard=droid_eval_0111.hdf5 samples=9216
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 113/149 shards | elapsed 01:58:57 | rate 0.02/shard/s | remaining 37:54 | shard=droid_eval_0112.hdf5 samples=10322
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 114/149 shards | elapsed 01:59:56 | rate 0.02/shard/s | remaining 36:49 | shard=droid_eval_0113.hdf5 samples=8869
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 115/149 shards | elapsed 02:00:45 | rate 0.02/shard/s | remaining 35:42 | shard=droid_eval_0114.hdf5 samples=8309
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 116/149 shards | elapsed 02:01:44 | rate 0.02/shard/s | remaining 34:38 | shard=droid_eval_0115.hdf5 samples=8825
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 117/149 shards | elapsed 02:02:27 | rate 0.02/shard/s | remaining 33:29 | shard=droid_eval_0116.hdf5 samples=7693
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 118/149 shards | elapsed 02:03:14 | rate 0.02/shard/s | remaining 32:23 | shard=droid_eval_0117.hdf5 samples=7941
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 119/149 shards | elapsed 02:04:08 | rate 0.02/shard/s | remaining 31:18 | shard=droid_eval_0118.hdf5 samples=8741
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 120/149 shards | elapsed 02:04:53 | rate 0.02/shard/s | remaining 30:11 | shard=droid_eval_0119.hdf5 samples=7573
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 121/149 shards | elapsed 02:05:52 | rate 0.02/shard/s | remaining 29:08 | shard=droid_eval_0120.hdf5 samples=8986
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 122/149 shards | elapsed 02:06:43 | rate 0.02/shard/s | remaining 28:03 | shard=droid_eval_0121.hdf5 samples=8405
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 123/149 shards | elapsed 02:07:37 | rate 0.02/shard/s | remaining 26:59 | shard=droid_eval_0122.hdf5 samples=8584
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 124/149 shards | elapsed 02:08:49 | rate 0.02/shard/s | remaining 25:58 | shard=droid_eval_0123.hdf5 samples=10187
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 125/149 shards | elapsed 02:09:43 | rate 0.02/shard/s | remaining 24:54 | shard=droid_eval_0124.hdf5 samples=8515
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 126/149 shards | elapsed 02:10:46 | rate 0.02/shard/s | remaining 23:52 | shard=droid_eval_0125.hdf5 samples=9714
[train-sharded:eval] 127/149 shards | elapsed 02:11:43 | rate 0.02/shard/s | remaining 22:49 | shard=droid_eval_0126.hdf5 samples=9160
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 128/149 shards | elapsed 02:12:52 | rate 0.02/shard/s | remaining 21:48 | shard=droid_eval_0127.hdf5 samples=9069
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 129/149 shards | elapsed 02:13:48 | rate 0.02/shard/s | remaining 20:45 | shard=droid_eval_0128.hdf5 samples=8637
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 130/149 shards | elapsed 02:14:46 | rate 0.02/shard/s | remaining 19:42 | shard=droid_eval_0129.hdf5 samples=8934
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 131/149 shards | elapsed 02:15:27 | rate 0.02/shard/s | remaining 18:37 | shard=droid_eval_0130.hdf5 samples=7090
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 132/149 shards | elapsed 02:16:36 | rate 0.02/shard/s | remaining 17:36 | shard=droid_eval_0131.hdf5 samples=9966
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 133/149 shards | elapsed 02:17:35 | rate 0.02/shard/s | remaining 16:33 | shard=droid_eval_0132.hdf5 samples=8763
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 134/149 shards | elapsed 02:18:31 | rate 0.02/shard/s | remaining 15:30 | shard=droid_eval_0133.hdf5 samples=8956
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 135/149 shards | elapsed 02:19:47 | rate 0.02/shard/s | remaining 14:30 | shard=droid_eval_0134.hdf5 samples=10080
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 136/149 shards | elapsed 02:20:43 | rate 0.02/shard/s | remaining 13:27 | shard=droid_eval_0135.hdf5 samples=8645
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 137/149 shards | elapsed 02:21:47 | rate 0.02/shard/s | remaining 12:25 | shard=droid_eval_0136.hdf5 samples=9860
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 138/149 shards | elapsed 02:22:49 | rate 0.02/shard/s | remaining 11:23 | shard=droid_eval_0137.hdf5 samples=9495
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 139/149 shards | elapsed 02:23:43 | rate 0.02/shard/s | remaining 10:20 | shard=droid_eval_0138.hdf5 samples=8560
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 140/149 shards | elapsed 02:24:35 | rate 0.02/shard/s | remaining 09:18 | shard=droid_eval_0139.hdf5 samples=8001
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 141/149 shards | elapsed 02:25:41 | rate 0.02/shard/s | remaining 08:16 | shard=droid_eval_0140.hdf5 samples=9979
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 142/149 shards | elapsed 02:26:31 | rate 0.02/shard/s | remaining 07:13 | shard=droid_eval_0141.hdf5 samples=7949
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 143/149 shards | elapsed 02:27:27 | rate 0.02/shard/s | remaining 06:11 | shard=droid_eval_0142.hdf5 samples=8690
